Pin;IP;Sequence;Subsequence;Field;Size;PerBit;LowLimit;HighLimit;ExpectedData;Equation;ItuffToken;ExitPort;Base;StorageToken
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_GEN_VERSION;raw;AON;8;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;raw;AON;4;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;raw;AON;8;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;raw;AON;4;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_GEN_VERSION;raw;CCF0;8;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;raw;CCF0;4;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;raw;CCF0;8;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;raw;CCF0;4;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_GEN_VERSION;raw;CCF1;8;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;raw;CCF1;4;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;raw;CCF1;8;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;raw;CCF1;4;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_GEN_VERSION;raw;CCF2;8;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;raw;CCF2;4;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;raw;CCF2;8;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;raw;CCF2;4;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_GEN_VERSION;raw;CCF3;8;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;raw;CCF3;4;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;raw;CCF3;8;0;-;-;-;-;-;2;;I:DUT.iC816_SDS_TDO_<IP>_<Sequence>_<Subsequence>_<Field>
