Pin,Domain,FUSES,TAP,Register,Field,Size,Base,ExpectedData,LowLimit,HighLimit,StringData,ItuffToken,ItuffDescriptor,ExitPort,StorageToken,Equation
CPU_TDO,CORE0P,DACCAL_SLOPE_B1_2,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,4,-,I:DUT.CPU_CORE0P_DAC_SLOPE_3_MSB_S,-,-,-,-,-,-,-,-
CPU_TDO,CORE0P,DACCAL_SLOPE_B0_3,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0P_DAC_SLOPE_3_LSB_S,-,-,-,-,-,-,-,-
CPU_TDO,CORE0P,DACCAL_SLOPE_B1_3,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,4,-,I:DUT.CPU_CORE0P_DAC_SLOPE_3_MSB_S,-,-,-,-,-,-,-,-
CPU_TDO,CORE0P,DACCAL_VID2DAC,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0P_DLVR_DAC_CAL_OFFSET_1_2COMP,-,-,-,-,-,-,-,-
CPU_TDO,CORE0P,MRVSXTOP_IREF_BIAS,BCSLICE0_BSL_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE0P_DLVR_MR_VSXTOP_TRIM_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,IREF_PT23_LSB,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1P_CSX_GAINCORR_LSB,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,IREF_PT23_MSB,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_CORE1P_CSX_GAINCORR_MSB,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,UGB_BOT,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE1P_UGB_BOT_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,UGB_TOP,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_CORE1P_UGB_TOP_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DIGCOMP_BOT_NLC_BSA,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,-,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DIGCOMP_BOT_LIN1,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_CORE1P_DIG_COMP_BOT_LIN1_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DIGCOMP_TOP_NLC_BSA,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,-,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DIGCOMP_TOP_LIN1,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_CORE1P_DIG_COMP_TOP_LIN1_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DIGCOMP_MID_VREF,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_CORE1P_DIG_COMP_MID_VREF_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DIGCOMP_BOT_NLC,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_CORE1P_DIG_COMP_BOT_NLC0_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DIGCOMP_BOT_LIN,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_CORE1P_DIG_COMP_BOT_LIN0_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DIGCOMP_TOP_NLC,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_CORE1P_DIG_COMP_TOP_NLC0_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DIGCOMP_TOP_LIN,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_CORE1P_DIG_COMP_TOP_LIN0_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DACCAL_SLOPE_B0_1,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1P_DAC_SLOPE_3_LSB_S,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DACCAL_SLOPE_B1_1,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,4,-,I:DUT.CPU_CORE1P_DAC_SLOPE_3_MSB_S,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DACCAL_SLOPE_B0_2,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1P_DAC_SLOPE_3_LSB_S,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DACCAL_SLOPE_B1_2,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,4,-,I:DUT.CPU_CORE1P_DAC_SLOPE_3_MSB_S,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DACCAL_SLOPE_B0_3,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1P_DAC_SLOPE_3_LSB_S,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DACCAL_SLOPE_B1_3,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,4,-,I:DUT.CPU_CORE1P_DAC_SLOPE_3_MSB_S,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,DACCAL_VID2DAC,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1P_DLVR_DAC_CAL_OFFSET_1_2COMP,-,-,-,-,-,-,-,-
CPU_TDO,CORE1P,MRVSXTOP_IREF_BIAS,BCSLICE0_BSR_DLVRCORE_BOT,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_CORE1P_DLVR_MR_VSXTOP_TRIM_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,IREF_PT23_LSB,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_RINGPRIM_CSX_GAINCORR_LSB,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,IREF_PT23_MSB,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,3,-,I:DUT.CPU_RINGPRIM_CSX_GAINCORR_MSB,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,UGB_BOT,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_RINGPRIM_UGB_BOT_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,UGB_TOP,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,5,-,I:DUT.CPU_RINGPRIM_UGB_TOP_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DIGCOMP_BOT_NLC_BSA,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,-,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DIGCOMP_BOT_LIN1,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_RINGPRIM_DIG_COMP_BOT_LIN1_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DIGCOMP_TOP_NLC_BSA,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,-,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DIGCOMP_TOP_LIN1,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_RINGPRIM_DIG_COMP_TOP_LIN1_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DIGCOMP_MID_VREF,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_RINGPRIM_DIG_COMP_MID_VREF_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DIGCOMP_BOT_NLC,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_RINGPRIM_DIG_COMP_BOT_NLC0_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DIGCOMP_BOT_LIN,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_RINGPRIM_DIG_COMP_BOT_LIN0_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DIGCOMP_TOP_NLC,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_RINGPRIM_DIG_COMP_TOP_NLC0_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DIGCOMP_TOP_LIN,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,6,-,I:DUT.CPU_RINGPRIM_DIG_COMP_TOP_LIN0_RESULT,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DACCAL_SLOPE_B0_1,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_RINGPRIM_DAC_SLOPE_3_LSB_S,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DACCAL_SLOPE_B1_1,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,4,-,I:DUT.CPU_RINGPRIM_DAC_SLOPE_3_MSB_S,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DACCAL_SLOPE_B0_2,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_RINGPRIM_DAC_SLOPE_3_LSB_S,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DACCAL_SLOPE_B1_2,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,4,-,I:DUT.CPU_RINGPRIM_DAC_SLOPE_3_MSB_S,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DACCAL_SLOPE_B0_3,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_RINGPRIM_DAC_SLOPE_3_LSB_S,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DACCAL_SLOPE_B1_3,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,4,-,I:DUT.CPU_RINGPRIM_DAC_SLOPE_3_MSB_S,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,DACCAL_VID2DAC,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_RINGPRIM_DLVR_DAC_CAL_OFFSET_1_2COMP,-,-,-,-,-,-,-,-
CPU_TDO,RINGPRIM,MRVSXTOP_IREF_BIAS,BCSLICE0_BSL_DLVRRING,TAP_REG_BYPASS_STATUS,TAP_REG_BYPASS_READOUT,8,-,I:DUT.CPU_RINGPRIM_DLVR_MR_VSXTOP_TRIM_RESULT,-,-,-,-,-,-,-,-
